pH,Salinity,CO3,HCO3,Alkalinity,Hardness,Ca:Mg Ratio,Dissolved Oxygen,Suitable
8.25,24.34,154.43,33.01,187.44,5282.88,0.31,4.11,False
7.22,18.32,0.0,179.1,179.1,4572.83,0.33,7.44,False
8.78,6.29,45.59,97.08,142.67000000000002,2575.67,0.27,2.91,False
8.43,12.27,137.12,20.09,157.21,1205.41,0.33,6.85,True
8.27,8.62,117.67,59.69,177.36,1016.37,0.29,2.74,False
8.13,6.63,0.0,146.12,146.12,3398.09,0.3,2.39,False
8.22,17.98,66.32,108.64,174.95999999999998,1813.29,0.28,7.85,True
7.39,18.24,0.0,181.56,181.56,4848.29,0.31,5.23,False
7.72,14.3,0.0,167.55,167.55,4311.26,0.32,6.07,True
7.64,14.42,0.0,166.2,166.2,2903.41,0.32,4.59,True
8.91,24.78,45.09,18.1,63.190000000000005,2207.54,0.31,5.71,False
7.7,24.67,0.0,199.47,199.47,1151.33,0.25,5.6,False
8.07,15.96,0.0,162.48,162.48,1991.09,0.27,4.44,True
8.21,19.89,84.79,27.46,112.25,2297.87,0.3,6.43,True
7.72,12.61,0.0,123.96,123.96,4531.09,0.33,6.47,True
8.29,16.4,193.53,4.04,197.57,1396.72,0.3,5.03,True
8.87,16.98,180.84,7.49,188.33,3769.7,0.28,2.36,False
7.54,10.02,0.0,162.75,162.75,4138.82,0.32,6.96,True
8.1,19.25,0.0,127.14,127.14,3689.58,0.28,4.01,True
7.69,11.74,0.0,186.53,186.53,1149.78,0.32,7.74,True
8.11,14.72,0.0,106.55,106.55,1307.66,0.27,6.3,True
8.27,19.14,14.64,105.04,119.68,1190.68,0.26,5.79,True
7.69,10.84,0.0,189.08,189.08,3308.12,0.29,7.88,True
7.86,19.82,0.0,164.92,164.92,1953.33,0.31,5.85,True
8.22,24.16,22.03,112.89,134.92000000000002,4812.47,0.33,7.11,False
7.48,23.01,0.0,181.58,181.58,4228.14,0.32,5.49,False
7.86,15.71,0.0,180.47,180.47,4933.27,0.28,4.37,True
8.35,19.31,108.35,43.93,152.28,4616.85,0.29,6.3,True
8.95,9.13,131.04,48.43,179.47,1009.53,0.28,4.55,False
8.62,18.14,62.51,41.25,103.75999999999999,1673.98,0.26,3.93,False
7.34,14.8,0.0,173.95,173.95,749.89,0.32,3.11,False
8.75,24.05,152.51,20.61,173.12,5777.33,0.33,7.91,False
7.35,15.43,0.0,196.65,196.65,2858.42,0.32,7.28,False
8.32,11.06,17.27,0.57,17.84,5237.64,0.3,2.14,False
7.88,8.75,0.0,129.01,129.01,1428.63,0.3,4.25,False
8.62,17.98,63.99,106.58,170.57,3110.06,0.27,7.4,False
8.11,17.06,0.0,110.76,110.76,2700.98,0.3,6.65,True
8.88,15.12,139.59,26.1,165.69,2901.46,0.26,3.74,False
7.32,15.43,0.0,194.97,194.97,5614.29,0.25,6.66,False
8.5,10.64,14.23,151.58,165.81,4693.14,0.3,5.58,True
7.97,12.37,0.0,106.26,106.26,3851.79,0.32,5.38,True
7.25,24.57,0.0,141.34,141.34,2471.84,0.29,6.0,False
8.28,10.78,74.59,78.83,153.42000000000002,2898.79,0.33,4.66,True
7.59,12.37,0.0,140.26,140.26,3037.98,0.28,5.14,True
8.28,6.62,158.38,4.67,163.04999999999998,3738.93,0.26,3.05,False
7.86,18.49,0.0,179.88,179.88,2844.23,0.31,6.22,True
7.2,21.09,0.0,119.09,119.09,2375.82,0.28,2.03,False
8.18,13.91,0.0,105.52,105.52,4031.18,0.26,7.36,True
8.36,13.14,173.76,24.64,198.39999999999998,2089.64,0.32,7.57,True
8.62,11.8,192.18,7.49,199.67000000000002,2900.69,0.33,7.88,False
8.47,14.42,194.71,0.33,195.04000000000002,4382.55,0.27,3.32,False
7.97,11.42,0.0,164.97,164.97,4655.77,0.32,7.1,True
8.39,14.3,107.48,50.25,157.73000000000002,2516.81,0.27,7.31,True
7.92,7.09,0.0,111.49,111.49,3373.65,0.29,3.11,False
8.4,24.74,165.49,16.51,182.0,4292.6,0.32,6.33,False
7.5,15.46,0.0,146.99,146.99,2196.91,0.33,6.08,True
7.56,5.79,0.0,167.13,167.13,4724.76,0.3,2.79,False
7.62,12.94,0.0,171.74,171.74,3800.07,0.33,7.25,True
8.76,9.24,72.27,15.63,87.89999999999999,626.33,0.27,2.35,False
7.6,11.37,0.0,149.42,149.42,3534.26,0.26,4.57,True
7.66,10.99,0.0,136.48,136.48,3171.48,0.27,4.62,True
7.56,12.37,0.0,133.67,133.67,1983.58,0.27,6.78,True
7.49,23.06,0.0,133.37,133.37,4376.53,0.31,3.32,False
8.86,5.19,75.39,76.78,152.17000000000002,3455.86,0.29,7.6,False
7.89,11.52,0.0,105.28,105.28,4441.67,0.28,3.17,False
8.44,8.25,140.58,54.7,195.28000000000003,2494.07,0.26,7.3,False
7.9,23.53,0.0,112.7,112.7,2567.61,0.29,2.04,False
7.33,23.29,0.0,196.61,196.61,623.66,0.29,4.11,False
8.48,11.93,70.44,66.96,137.39999999999998,2642.03,0.3,7.25,True
8.16,17.39,0.0,108.94,108.94,2833.79,0.29,4.22,True
7.87,10.3,0.0,161.22,161.22,4923.34,0.28,4.17,True
8.38,10.99,131.73,21.03,152.76,4270.3,0.32,7.66,True
7.65,14.43,0.0,110.91,110.91,5798.16,0.3,7.98,False
8.14,13.87,0.0,117.06,117.06,1648.35,0.29,7.81,True
7.04,17.34,0.0,193.36,193.36,1295.25,0.29,7.29,False
8.12,24.08,0.0,189.7,189.7,2855.26,0.27,3.28,False
7.18,18.83,0.0,165.69,165.69,4875.97,0.32,7.18,False
8.1,17.89,0.0,196.6,196.6,2382.97,0.29,7.05,True
7.13,10.32,0.0,118.61,118.61,3980.88,0.27,2.63,False
8.71,18.29,4.34,20.21,24.55,687.69,0.3,2.94,False
8.22,15.56,35.51,93.59,129.1,2009.83,0.28,6.82,True
7.57,17.59,0.0,171.06,171.06,2441.64,0.31,4.82,True
7.85,12.13,0.0,108.44,108.44,3426.27,0.26,6.99,True
8.43,12.19,99.43,46.9,146.33,2702.84,0.31,4.26,True
8.5,13.55,77.93,54.08,132.01,3422.57,0.32,5.84,True
9.0,22.56,87.19,105.34,192.53,5243.93,0.31,5.22,False
7.47,15.38,0.0,188.49,188.49,1397.63,0.28,6.64,False
8.25,21.79,128.88,28.92,157.8,5137.16,0.29,4.45,False
7.69,15.21,0.0,128.34,128.34,4826.36,0.27,4.43,True
8.19,11.31,0.0,116.18,116.18,3327.47,0.3,7.99,True
7.85,19.05,0.0,113.38,113.38,2909.56,0.31,5.01,True
8.67,6.3,5.41,109.92,115.33,4282.42,0.25,3.45,False
8.45,14.2,1.09,131.57,132.66,3829.06,0.31,4.33,True
8.11,15.19,0.0,132.56,132.56,2705.83,0.29,7.54,True
8.98,17.96,148.91,25.37,174.28,2215.95,0.32,6.19,False
7.6,17.15,0.0,122.94,122.94,4320.79,0.28,5.59,True
7.32,11.8,0.0,160.66,160.66,1604.1,0.28,2.51,False
7.98,10.72,0.0,143.24,143.24,3901.54,0.26,3.15,False
8.01,12.17,0.0,171.1,171.1,3660.19,0.33,4.6,True
8.03,10.44,0.0,107.28,107.28,1556.36,0.28,4.68,True
8.69,9.57,31.81,108.41,140.22,773.74,0.26,2.2,False
8.48,13.21,199.05,0.73,199.78,4820.23,0.28,7.62,True
7.95,17.0,0.0,109.26,109.26,2244.25,0.29,5.87,True
8.65,11.31,194.39,3.51,197.89999999999998,1024.71,0.26,6.0,False
7.8,7.96,0.0,151.42,151.42,3635.73,0.31,4.02,False
7.89,24.38,0.0,140.46,140.46,2948.54,0.32,4.02,False
8.61,22.5,46.43,56.81,103.24000000000001,3041.68,0.32,2.4,False
7.76,20.96,0.0,154.52,154.52,1451.88,0.3,5.44,False
8.01,16.13,0.0,135.84,135.84,3083.1,0.31,5.84,True
8.2,19.62,147.45,8.85,156.29999999999998,744.01,0.28,3.09,False
7.81,19.82,0.0,186.27,186.27,1087.34,0.3,7.01,True
8.37,21.3,111.43,21.54,132.97,3872.59,0.29,7.65,False
7.69,20.19,0.0,144.87,144.87,5938.99,0.29,5.5,False
7.04,9.87,0.0,150.1,150.1,5269.94,0.3,5.79,False
8.69,13.97,54.84,77.51,132.35000000000002,2514.01,0.32,5.75,False
7.79,12.38,0.0,108.41,108.41,3509.56,0.27,4.63,True
8.95,19.07,43.87,85.74,129.60999999999999,4030.58,0.25,7.64,False
8.19,23.66,0.0,145.06,145.06,1147.24,0.3,4.07,False
7.78,12.75,0.0,187.14,187.14,658.9,0.27,2.98,False
8.17,16.28,0.0,167.91,167.91,1580.51,0.25,5.79,True
8.67,14.8,22.24,36.0,58.239999999999995,4496.3,0.32,7.85,False
7.58,11.05,0.0,186.27,186.27,5985.77,0.25,5.31,False
7.85,20.11,0.0,179.35,179.35,936.9,0.33,5.54,False
7.71,13.95,0.0,172.75,172.75,3853.52,0.32,7.23,True
7.81,16.56,0.0,101.17,101.17,1063.1,0.3,6.64,True
7.47,12.03,0.0,149.1,149.1,2242.78,0.29,2.74,False
8.2,6.43,144.11,48.18,192.29000000000002,3341.24,0.31,5.84,False
7.83,11.44,0.0,108.94,108.94,1869.13,0.27,7.62,True
7.81,21.65,0.0,193.57,193.57,4529.2,0.27,5.03,False
8.37,13.69,186.14,4.31,190.45,4106.91,0.28,6.86,True
8.32,11.87,187.32,9.46,196.78,4337.66,0.25,2.22,False
7.36,8.42,0.0,153.23,153.23,782.37,0.29,7.11,False
8.22,14.26,144.42,8.5,152.92,3502.67,0.31,4.18,True
7.98,17.57,0.0,171.35,171.35,4187.12,0.28,6.28,True
7.7,10.33,0.0,138.31,138.31,3934.86,0.31,5.47,True
7.71,22.45,0.0,179.21,179.21,1758.03,0.3,7.05,False
7.94,19.28,0.0,103.96,103.96,1427.34,0.27,5.61,True
7.54,19.5,0.0,135.93,135.93,4607.02,0.29,5.62,True
7.07,24.32,0.0,176.68,176.68,4952.72,0.33,3.15,False
8.93,8.55,100.84,49.21,150.05,1042.26,0.33,4.76,False
8.63,17.85,32.31,10.75,43.06,2929.57,0.29,7.29,False
8.12,12.33,0.0,156.3,156.3,3326.63,0.27,5.72,True
8.08,18.42,0.0,184.0,184.0,4858.25,0.29,7.62,True
7.91,16.68,0.0,150.89,150.89,3859.83,0.28,7.14,True
7.93,19.87,0.0,187.71,187.71,1296.05,0.33,4.01,True
7.47,23.6,0.0,132.65,132.65,3441.04,0.25,5.22,False
7.54,19.16,0.0,133.96,133.96,3292.81,0.26,7.7,True
8.26,11.47,76.48,83.09,159.57,1717.6,0.29,6.45,True
8.05,19.16,0.0,180.54,180.54,2878.93,0.28,2.62,False
8.07,18.31,0.0,180.41,180.41,2775.96,0.31,5.52,True
7.92,6.17,0.0,162.39,162.39,2266.53,0.33,5.7,False
7.33,5.54,0.0,103.04,103.04,1962.54,0.26,2.56,False
8.17,19.19,0.0,110.2,110.2,3495.66,0.27,2.45,False
8.34,22.62,2.79,48.41,51.199999999999996,2026.53,0.31,2.13,False
7.94,19.21,0.0,198.3,198.3,2732.11,0.29,4.66,True
7.4,7.41,0.0,166.28,166.28,5831.59,0.33,5.16,False
7.06,15.22,0.0,160.47,160.47,1032.14,0.29,5.48,False
7.22,11.03,0.0,174.39,174.39,5067.52,0.28,4.8,False
8.84,24.37,28.66,152.19,180.85,2560.17,0.33,7.63,False
8.2,10.05,177.11,16.5,193.61,1783.42,0.29,7.32,True
8.0,12.17,0.0,105.6,105.6,2236.51,0.3,7.65,True
8.89,20.46,74.77,118.99,193.76,2846.25,0.25,7.24,False
8.11,17.76,0.0,101.47,101.47,1312.54,0.25,4.29,True
8.14,24.02,0.0,138.98,138.98,3003.86,0.27,7.62,False
8.94,15.15,82.43,28.01,110.44000000000001,3186.64,0.27,6.87,False
8.55,16.16,124.28,63.43,187.71,5891.73,0.26,3.94,False
7.19,23.74,0.0,153.25,153.25,2127.38,0.26,7.15,False
8.3,11.52,114.96,53.62,168.57999999999998,1988.14,0.31,6.64,True
8.81,15.0,180.86,13.22,194.08,3759.79,0.32,3.03,False
7.64,18.5,0.0,145.31,145.31,3116.77,0.26,6.29,True
8.03,15.9,0.0,192.99,192.99,5329.53,0.33,6.85,False
7.52,10.25,0.0,176.41,176.41,4749.42,0.27,6.61,True
8.46,13.2,117.13,11.72,128.85,2369.83,0.3,7.54,True
8.66,9.63,122.29,74.92,197.21,2266.23,0.28,4.67,False
8.16,10.59,0.0,170.07,170.07,582.03,0.28,5.21,False
7.51,10.22,0.0,101.39,101.39,2559.13,0.27,4.28,True
7.86,19.97,0.0,181.58,181.58,4856.6,0.29,5.84,True
7.97,10.74,0.0,164.97,164.97,4688.19,0.33,4.28,True
7.43,22.8,0.0,138.69,138.69,5419.07,0.3,2.03,False
7.13,13.24,0.0,144.67,144.67,4260.05,0.28,7.39,False
8.78,11.62,149.22,23.24,172.46,1521.2,0.29,2.47,False
7.59,12.72,0.0,125.81,125.81,4041.07,0.29,4.55,True
8.7,15.0,190.09,3.37,193.46,1051.38,0.33,2.42,False
8.5,15.6,18.09,25.58,43.67,5268.77,0.29,2.64,False
8.41,7.4,46.1,34.92,81.02000000000001,1909.1,0.26,4.57,False
8.44,13.02,149.0,39.62,188.62,5569.9,0.31,3.05,False
7.51,16.89,0.0,187.47,187.47,2064.04,0.27,4.72,True
7.69,8.17,0.0,168.14,168.14,1650.85,0.26,2.73,False
7.89,16.12,0.0,149.98,149.98,3110.33,0.33,6.82,True
8.33,10.85,131.08,45.46,176.54000000000002,2710.21,0.25,7.33,True
8.36,16.69,4.48,141.47,145.95,4483.04,0.29,6.09,True
7.92,10.77,0.0,110.13,110.13,4851.27,0.29,6.7,True
8.58,6.3,36.78,39.63,76.41,4053.52,0.3,5.22,False
7.8,16.29,0.0,189.28,189.28,4009.86,0.31,7.25,True
8.46,13.98,165.57,24.58,190.14999999999998,1928.74,0.3,7.16,True
8.41,18.63,191.18,6.16,197.34,2975.36,0.3,7.48,True
7.53,14.21,0.0,137.26,137.26,2456.94,0.32,5.06,True
8.61,6.1,173.06,19.72,192.78,3003.92,0.27,2.31,False
8.1,23.77,0.0,127.99,127.99,1587.27,0.26,7.19,False
7.23,22.9,0.0,198.85,198.85,4319.58,0.27,2.24,False
8.08,19.22,0.0,189.05,189.05,4485.89,0.29,7.42,True
7.89,13.1,0.0,111.82,111.82,4241.47,0.32,7.7,True
7.16,8.46,0.0,107.82,107.82,3238.07,0.32,6.53,False
8.07,21.62,0.0,103.04,103.04,5344.49,0.27,6.1,False
8.41,16.95,117.98,21.48,139.46,3366.71,0.32,7.17,True
8.77,8.96,48.34,101.49,149.82999999999998,3533.08,0.29,6.35,False
8.04,18.95,0.0,119.9,119.9,2893.16,0.31,7.84,True
8.65,14.44,71.89,59.81,131.7,1176.2,0.28,3.94,False
7.32,24.11,0.0,101.39,101.39,1718.45,0.31,6.84,False
7.68,17.24,0.0,113.8,113.8,4611.11,0.27,5.52,True
7.07,12.61,0.0,168.78,168.78,3229.85,0.29,4.02,False
7.51,19.79,0.0,115.66,115.66,2876.31,0.26,6.87,True
7.81,22.53,0.0,137.72,137.72,3013.87,0.3,3.9,False
7.81,15.65,0.0,156.77,156.77,4739.61,0.25,5.14,True
8.4,16.88,4.64,133.01,137.64999999999998,2123.15,0.32,6.7,True
7.94,14.11,0.0,171.61,171.61,2569.53,0.27,5.22,True
7.46,9.61,0.0,170.88,170.88,3755.19,0.27,4.06,False
8.3,14.3,65.42,127.66,193.07999999999998,1392.06,0.27,4.08,True
8.29,21.14,184.53,12.14,196.67000000000002,5403.63,0.32,2.86,False
8.79,14.82,3.5,39.42,42.92,5494.76,0.25,3.07,False
7.79,12.42,0.0,113.19,113.19,2601.84,0.29,5.14,True
8.21,10.78,115.03,10.25,125.28,955.63,0.3,5.6,False
7.52,12.84,0.0,172.95,172.95,4078.15,0.32,5.44,True
7.43,7.42,0.0,109.21,109.21,5763.44,0.3,7.56,False
8.21,16.14,124.29,31.86,156.15,3944.63,0.27,5.51,True
8.17,12.06,0.0,141.32,141.32,5805.78,0.32,3.96,False
7.65,17.76,0.0,194.93,194.93,1758.94,0.32,4.83,True
8.31,17.16,65.96,111.01,176.97,2477.0,0.31,5.28,True
7.96,23.04,0.0,140.6,140.6,3363.36,0.26,6.51,False
7.31,24.15,0.0,172.5,172.5,742.88,0.33,4.31,False
8.02,6.06,0.0,154.21,154.21,5388.08,0.29,3.68,False
8.3,14.06,152.57,8.5,161.07,4995.04,0.26,2.54,False
7.45,11.42,0.0,129.16,129.16,4958.49,0.3,3.61,False
8.37,6.01,126.73,33.31,160.04000000000002,4546.72,0.27,6.4,False
8.05,12.33,0.0,165.36,165.36,2750.44,0.32,6.98,True
8.13,16.89,0.0,152.12,152.12,2492.36,0.26,6.01,True
7.53,14.6,0.0,156.29,156.29,5431.7,0.3,7.77,False
8.52,17.24,47.63,36.62,84.25,3768.73,0.31,5.39,False
7.84,14.22,0.0,149.23,149.23,1529.0,0.27,6.45,True
8.54,10.35,196.25,1.49,197.74,1018.85,0.25,2.59,False
7.71,13.56,0.0,181.4,181.4,4535.42,0.33,7.63,True
7.43,17.17,0.0,159.09,159.09,4750.56,0.27,4.0,False
8.06,20.49,0.0,136.86,136.86,5765.93,0.28,3.61,False
8.54,15.59,170.23,22.75,192.98,5732.18,0.28,6.47,False
7.91,13.2,0.0,124.49,124.49,1838.93,0.31,4.25,True
7.54,11.42,0.0,127.84,127.84,1464.48,0.26,7.64,True
7.97,10.44,0.0,107.27,107.27,3626.79,0.3,4.38,True
7.54,13.89,0.0,152.48,152.48,2713.81,0.26,4.05,True
8.46,17.09,98.41,48.01,146.42,1193.22,0.3,5.58,True
8.32,11.49,106.03,70.45,176.48000000000002,2894.7,0.28,6.89,True
7.45,8.57,0.0,177.52,177.52,659.92,0.26,7.66,False
8.95,8.33,33.15,95.09,128.24,1112.03,0.31,5.05,False
7.55,11.0,0.0,181.99,181.99,3861.89,0.28,4.84,True
8.02,11.54,0.0,171.6,171.6,3511.73,0.32,5.15,True
8.17,5.31,0.0,178.28,178.28,3104.01,0.33,2.54,False
7.94,16.51,0.0,105.27,105.27,3656.09,0.26,3.98,False
8.09,19.55,0.0,146.59,146.59,1694.2,0.33,5.27,True
8.26,8.66,15.62,130.11,145.73000000000002,1062.14,0.28,4.75,False
8.93,8.57,45.43,113.88,159.31,2272.5,0.33,3.07,False
8.31,17.52,144.22,28.72,172.94,2684.01,0.32,5.27,True
8.0,17.71,0.0,180.82,180.82,1864.08,0.33,2.7,False
7.49,11.91,0.0,195.18,195.18,591.09,0.3,4.56,False
8.39,20.55,81.45,105.67,187.12,1391.06,0.32,4.4,False
8.46,8.42,128.82,38.73,167.54999999999998,5339.4,0.25,6.7,False
7.65,13.5,0.0,177.32,177.32,1307.54,0.26,6.12,True
8.06,15.81,0.0,120.21,120.21,4860.91,0.28,7.23,True
7.7,19.92,0.0,182.55,182.55,2248.98,0.28,7.09,True
7.47,15.71,0.0,188.37,188.37,5720.04,0.31,7.28,False
8.44,17.48,128.83,65.13,193.96,1950.6,0.28,6.79,True
8.65,24.18,147.99,34.32,182.31,3957.08,0.31,3.09,False
7.92,16.66,0.0,138.96,138.96,1138.17,0.31,5.23,True
7.77,19.24,0.0,117.2,117.2,3501.43,0.26,6.17,True
7.94,10.7,0.0,120.22,120.22,4409.62,0.3,5.84,True
8.36,14.45,198.96,0.21,199.17000000000002,1651.81,0.25,7.81,True
8.18,13.21,0.0,197.0,197.0,1930.39,0.32,6.36,True
7.08,24.93,0.0,187.88,187.88,1305.53,0.27,7.68,False
7.91,5.5,0.0,198.18,198.18,4573.08,0.25,5.76,False
8.24,5.42,64.49,111.02,175.51,944.88,0.27,6.21,False
7.6,14.6,0.0,144.77,144.77,1595.44,0.32,6.87,True
8.16,10.2,0.0,163.53,163.53,2585.23,0.28,5.53,True
7.23,7.96,0.0,103.64,103.64,853.99,0.32,7.72,False
7.86,16.77,0.0,104.84,104.84,1340.72,0.3,5.5,True
7.89,10.37,0.0,151.17,151.17,2571.51,0.31,5.12,True
7.87,18.87,0.0,118.58,118.58,2541.42,0.25,6.61,True
7.14,12.43,0.0,104.56,104.56,510.02,0.28,6.09,False
8.21,6.78,51.92,64.38,116.3,5559.26,0.33,3.03,False
7.99,11.67,0.0,163.47,163.47,1265.67,0.27,6.61,True
8.41,17.16,77.0,55.45,132.45,2840.24,0.31,5.34,True
8.04,17.33,0.0,176.86,176.86,4473.0,0.25,6.58,True
7.49,23.15,0.0,111.08,111.08,3244.07,0.31,2.62,False
7.62,19.75,0.0,166.61,166.61,4720.23,0.29,4.17,True
8.99,18.04,56.48,84.25,140.73,4855.14,0.27,5.35,False
7.09,17.34,0.0,116.91,116.91,5961.17,0.29,6.63,False
8.37,12.19,107.06,4.45,111.51,3447.64,0.29,6.78,True
8.15,12.31,0.0,158.6,158.6,1437.61,0.29,7.1,True
8.32,17.15,118.48,11.51,129.99,5707.28,0.27,2.44,False
7.48,17.79,0.0,137.66,137.66,3658.31,0.25,3.2,False
8.12,10.68,0.0,173.22,173.22,1926.16,0.29,7.36,True
8.45,17.34,122.59,8.05,130.64000000000001,1583.79,0.29,6.1,True
8.78,18.37,168.56,7.72,176.28,3837.51,0.25,4.75,False
8.14,10.13,0.0,198.41,198.41,3609.32,0.27,6.82,True
7.58,10.6,0.0,156.18,156.18,5956.45,0.32,3.5,False
8.82,23.41,188.04,7.24,195.28,4507.38,0.27,7.48,False
7.52,15.88,0.0,182.39,182.39,1557.84,0.32,7.89,True
7.77,12.83,0.0,112.56,112.56,1231.08,0.31,5.51,True
7.86,7.46,0.0,161.96,161.96,916.6,0.31,7.21,False
7.91,8.88,0.0,174.9,174.9,4725.98,0.3,7.26,False
8.72,8.76,150.29,22.81,173.1,5185.54,0.29,7.95,False
7.52,10.76,0.0,171.0,171.0,1315.03,0.33,6.41,True
8.78,7.77,138.69,28.62,167.31,5494.21,0.33,3.87,False
8.86,18.6,42.53,21.58,64.11,5813.82,0.28,4.59,False
8.28,21.27,41.91,111.61,153.51999999999998,2876.25,0.28,5.29,False
8.0,15.32,0.0,164.68,164.68,3341.21,0.28,5.1,True
8.19,15.01,0.0,118.42,118.42,4818.85,0.32,4.5,True
7.73,5.55,0.0,173.66,173.66,2336.17,0.31,5.13,False
7.89,17.43,0.0,112.19,112.19,2630.39,0.27,5.7,True
8.28,5.72,3.9,33.13,37.03,1600.96,0.31,2.61,False
8.59,19.55,19.65,165.38,185.03,2799.91,0.26,2.81,False
8.13,17.17,0.0,124.42,124.42,4792.15,0.28,7.65,True
7.67,14.77,0.0,155.5,155.5,3181.99,0.31,5.24,True
8.56,10.0,154.72,22.72,177.44,3505.14,0.26,7.99,False
8.02,19.15,0.0,147.09,147.09,3724.99,0.25,6.33,True
8.49,10.61,196.06,1.53,197.59,2851.34,0.28,4.39,True
8.37,13.37,157.46,31.98,189.44,1666.8,0.31,7.69,True
8.09,12.05,0.0,153.7,153.7,3880.71,0.32,7.29,True
8.16,18.84,0.0,166.63,166.63,2096.59,0.29,6.76,True
7.11,11.75,0.0,122.35,122.35,1631.71,0.31,3.91,False
8.41,13.65,107.24,0.49,107.72999999999999,3515.53,0.33,4.34,True
7.36,17.42,0.0,180.2,180.2,4403.68,0.32,2.96,False
7.15,24.39,0.0,145.1,145.1,2750.46,0.25,3.84,False
7.83,24.78,0.0,168.26,168.26,3934.89,0.31,3.58,False
7.71,12.1,0.0,182.78,182.78,4917.31,0.29,4.12,True
7.64,23.05,0.0,175.76,175.76,3557.02,0.3,4.7,False
8.47,6.46,76.26,103.27,179.53,1852.07,0.32,4.73,False
7.28,23.26,0.0,121.43,121.43,554.45,0.3,4.2,False
7.83,13.25,0.0,129.36,129.36,4827.97,0.27,6.56,True
7.21,24.44,0.0,121.95,121.95,1188.65,0.32,2.92,False
8.17,13.92,0.0,125.09,125.09,3514.72,0.27,5.24,True
8.46,10.26,120.41,36.53,156.94,3819.98,0.33,4.88,True
7.9,8.5,0.0,179.02,179.02,1279.66,0.32,6.75,False
7.44,12.29,0.0,180.6,180.6,3233.21,0.28,3.99,False
8.06,12.89,0.0,114.82,114.82,3599.68,0.27,4.15,True
8.47,11.68,54.27,97.94,152.21,2840.48,0.25,5.2,True
8.3,19.44,144.62,45.22,189.84,3639.59,0.32,4.29,True
8.98,8.09,42.47,86.78,129.25,3569.96,0.29,2.25,False
7.74,24.63,0.0,113.04,113.04,3770.16,0.32,4.81,False
8.35,14.43,83.36,41.81,125.17,1213.83,0.27,4.9,True
8.59,5.23,48.0,151.86,199.86,2065.13,0.3,7.49,False
8.43,14.15,152.33,26.87,179.20000000000002,2955.72,0.31,6.99,True
7.6,9.81,0.0,106.7,106.7,2300.87,0.33,6.48,False
7.73,15.89,0.0,157.57,157.57,3180.1,0.31,5.76,True
7.94,16.02,0.0,177.08,177.08,4913.82,0.33,6.95,True
8.36,16.59,102.55,81.1,183.64999999999998,5803.98,0.3,3.66,False
8.0,16.46,0.0,193.83,193.83,2417.4,0.28,4.55,True
7.87,18.73,0.0,159.52,159.52,3250.4,0.27,4.42,True
8.43,17.02,92.43,47.85,140.28,3615.66,0.27,7.79,True
7.77,13.42,0.0,150.88,150.88,1689.12,0.26,7.9,True
7.27,20.22,0.0,140.48,140.48,5308.93,0.31,2.37,False
7.48,16.47,0.0,168.42,168.42,899.88,0.3,6.18,False
7.51,14.72,0.0,156.84,156.84,1960.97,0.28,5.71,True
8.29,17.09,56.49,74.51,131.0,4205.08,0.25,4.4,True
8.18,12.59,0.0,165.75,165.75,1005.44,0.27,2.54,False
8.14,16.3,0.0,183.23,183.23,1769.77,0.26,6.21,True
7.6,22.0,0.0,109.1,109.1,2654.87,0.3,2.04,False
8.25,17.26,195.8,3.61,199.41000000000003,2968.49,0.27,5.57,True
8.23,18.09,189.15,10.3,199.45000000000002,2039.45,0.26,4.64,True
7.8,18.7,0.0,193.57,193.57,4299.88,0.28,5.99,True
7.89,15.76,0.0,119.6,119.6,1867.37,0.26,7.86,True
8.61,6.65,96.62,76.03,172.65,546.69,0.3,6.03,False
7.53,11.77,0.0,126.31,126.31,4470.87,0.32,4.95,True
8.33,22.82,34.24,13.69,47.93,4777.67,0.32,6.01,False
8.48,12.88,163.54,29.07,192.60999999999999,1543.33,0.32,7.27,True
8.59,18.71,59.56,15.61,75.17,4208.18,0.33,3.21,False
8.18,15.14,0.0,132.59,132.59,4431.42,0.28,7.06,True
8.08,24.38,0.0,113.25,113.25,2455.91,0.27,5.18,False
7.3,20.9,0.0,170.53,170.53,3099.42,0.28,5.27,False
7.69,19.0,0.0,102.08,102.08,3725.01,0.26,7.94,True
8.59,19.46,74.78,20.1,94.88,5325.05,0.3,3.44,False
7.56,17.02,0.0,166.19,166.19,1074.29,0.3,6.57,True
7.01,21.94,0.0,179.6,179.6,3347.2,0.32,3.42,False
8.41,17.57,127.37,7.13,134.5,2214.54,0.26,4.14,True
7.61,18.77,0.0,194.96,194.96,1402.46,0.27,4.39,True
7.73,22.8,0.0,149.92,149.92,4904.82,0.32,6.55,False
8.12,13.84,0.0,189.04,189.04,1725.04,0.29,4.34,True
7.37,6.73,0.0,191.39,191.39,4729.73,0.33,5.72,False
8.75,23.05,16.98,150.49,167.47,2761.21,0.32,6.87,False
7.23,8.92,0.0,159.2,159.2,3280.79,0.31,5.31,False
7.63,15.9,0.0,134.01,134.01,4426.4,0.29,2.61,False
8.3,12.87,157.02,1.58,158.60000000000002,2081.39,0.26,5.01,True
7.64,21.47,0.0,110.42,110.42,2605.49,0.25,5.4,False
7.75,17.74,0.0,190.09,190.09,1849.58,0.33,4.92,True
7.61,7.0,0.0,154.7,154.7,5063.25,0.27,6.1,False
7.62,16.2,0.0,135.06,135.06,4157.22,0.29,4.96,True
